line,gender
"I’ll tell thee what, Prince; a college of witcrackers cannot flout me",male
out of my humour. Dost thou think I care for a satire or an epigram?,male
"No; if man will be beaten with brains, a’ shall wear nothing handsome",male
"about him. In brief, since I do purpose to marry, I will think nothing",male
to any purpose that the world can say against it; and therefore never,male
"flout at me for what I have said against it, for man is a giddy thing,",male
"and this is my conclusion. For thy part, Claudio, I did think to have",male
"beaten thee; but, in that thou art like to be my kinsman, live",male
"unbruised, and love my cousin.",male
"Come, come, we are friends. Let’s have a dance ere we are",male
"married, that we may lighten our own hearts and our wives’ heels.",male
"First, of my word; therefore play, music! Prince, thou art sad;",male
"get thee a wife, get thee a wife: there is no staff more reverent than one",male
tipped with horn.,male
Enter Messenger.,male
Think not on him till tomorrow: I’ll devise thee,male
"brave punishments for him. Strike up, pipers!",male
,male
"THE TRAGEDY OF OTHELLO, THE MOOR OF VENICE",male
Contents,male
Scene I. Venice. A street,male
Scene II. Venice. Another street,male
Scene III. Venice. A council chamber,male
Scene I. A seaport in Cyprus. A Platform,male
Scene II. A street,male
Scene III. A Hall in the Castle,male
Scene I. Cyprus. Before the Castle,male
Scene II. Cyprus. A Room in the Castle,male
Scene III. Cyprus. The Garden of the Castle,male
Scene IV. Cyprus. Before the Castle,male
Scene I. Cyprus. Before the Castle,male
Scene II. Cyprus. A Room in the Castle,male
Scene III. Cyprus. Another Room in the Castle,male
Scene I. Cyprus. A Street,male
Scene II. Cyprus. A Bedchamber in the castle,male
Dramatis Personæ,male
DUKE OF VENICE,male
"BRABANTIO, a Senator of Venice and Desdemona’s father",male
Other Senators,male
"GRATIANO, Brother to Brabantio",male
"LODOVICO, Kinsman to Brabantio",male
"OTHELLO, a noble Moor in the service of Venice",male
"CASSIO, his Lieutenant",male
"IAGO, his Ancient",male
"MONTANO, Othello’s predecessor in the government of Cyprus",male
"RODERIGO, a Venetian Gentleman",male
"CLOWN, Servant to Othello",male
"DESDEMONA, Daughter to Brabantio and Wife to Othello",male
"EMILIA, Wife to Iago",male
"BIANCA, Mistress to Cassio",male
"Officers, Gentlemen, Messenger, Musicians, Herald, Sailor, Attendants,",male
&c.,male
Seaport in Cyprus.,male
Enter Roderigo and Iago.,male
"’Sblood, but you will not hear me.",male
"If ever I did dream of such a matter,",male
Abhor me.,male
"Despise me if I do not. Three great ones of the city,",male
"In personal suit to make me his lieutenant,",male
"Off-capp’d to him; and by the faith of man,",male
"I know my price, I am worth no worse a place.",male
"But he, as loving his own pride and purposes,",male
"Evades them, with a bombast circumstance,",male
Horribly stuff’d with epithets of war:,male
"And in conclusion,",male
"Nonsuits my mediators: for “Certes,” says he,",male
“I have already chose my officer.”,male
And what was he?,male
"Forsooth, a great arithmetician,",male
"One Michael Cassio, a Florentine,",male
"A fellow almost damn’d in a fair wife,",male
"That never set a squadron in the field,",male
Nor the division of a battle knows,male
"More than a spinster, unless the bookish theoric,",male
Wherein the toged consuls can propose,male
As masterly as he: mere prattle without practice,male
"Is all his soldiership. But he, sir, had the election,",male
"And I, of whom his eyes had seen the proof",male
"At Rhodes, at Cyprus, and on other grounds,",male
"Christian and heathen, must be belee’d and calm’d",male
"By debitor and creditor, this counter-caster,",male
"He, in good time, must his lieutenant be,",male
"And I, God bless the mark, his Moorship’s ancient.",male
"Why, there’s no remedy. ’Tis the curse of service,",male
"Preferment goes by letter and affection,",male
"And not by old gradation, where each second",male
"Stood heir to the first. Now sir, be judge yourself",male
Whether I in any just term am affin’d,male
To love the Moor.,male
"O, sir, content you.",male
I follow him to serve my turn upon him:,male
"We cannot all be masters, nor all masters",male
Cannot be truly follow’d. You shall mark,male
Many a duteous and knee-crooking knave,male
"That, doting on his own obsequious bondage,",male
"Wears out his time, much like his master’s ass,",male
"For nought but provender, and when he’s old, cashier’d.",male
Whip me such honest knaves. Others there are,male
"Who, trimm’d in forms, and visages of duty,",male
"Keep yet their hearts attending on themselves,",male
"And throwing but shows of service on their lords,",male
"Do well thrive by them, and when they have lin’d their coats,",male
"Do themselves homage. These fellows have some soul,",male
"And such a one do I profess myself. For, sir,",male
"It is as sure as you are Roderigo,",male
"Were I the Moor, I would not be Iago:",male
"In following him, I follow but myself.",male
"Heaven is my judge, not I for love and duty,",male
But seeming so for my peculiar end.,male
For when my outward action doth demonstrate,male
The native act and figure of my heart,male
"In complement extern, ’tis not long after",male
But I will wear my heart upon my sleeve,male
For daws to peck at: I am not what I am.,male
"Call up her father,",male
"Rouse him, make after him, poison his delight,",male
"Proclaim him in the streets; incense her kinsmen,",male
"And though he in a fertile climate dwell,",male
"Plague him with flies: though that his joy be joy,",male
"Yet throw such changes of vexation on’t,",male
As it may lose some color.,male
"Do, with like timorous accent and dire yell",male
"As when, by night and negligence, the fire",male
Is spied in populous cities.,male
"Awake! what ho, Brabantio! Thieves, thieves!",male
"Look to your house, your daughter, and your bags!",male
"Thieves, thieves!",male
Brabantio appears above at a window.,male
Are your doors locked?,male
"Zounds, sir, you’re robb’d, for shame put on your gown,",male
"Your heart is burst, you have lost half your soul;",male
"Even now, now, very now, an old black ram",male
"Is tupping your white ewe. Arise, arise,",male
"Awake the snorting citizens with the bell,",male
Or else the devil will make a grandsire of you:,male
"Arise, I say.",male
"Zounds, sir, you are one of those that will not serve God if the devil",male
"bid you. Because we come to do you service, and you think we are",male
"ruffians, you’ll have your daughter cover’d with a Barbary horse;",male
you’ll have your nephews neigh to you; you’ll have coursers for cousins,male
and gennets for germans.,male
"I am one, sir, that comes to tell you your daughter and the Moor are",male
now making the beast with two backs.,male
You are a senator.,male
Farewell; for I must leave you:,male
It seems not meet nor wholesome to my place,male
"To be produc’d, as if I stay I shall,",male
"Against the Moor. For I do know the state,",male
"However this may gall him with some check,",male
"Cannot with safety cast him, for he’s embark’d",male
